Freq(Hz),Eq=(1-S11)/(1+S11)(DB),Eq=(1-S11)/(1+S11)(DEG),S11(DB),S11(DEG),S12(DB),S12(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG)
156676875,-31.578983,52.490688,-0.27879277,-2.3969803,-76.636215,121.141,-82.915817,146.25328,-1.1023228,53.290592
156677812.5,-31.576382,52.403641,-0.27942824,-2.3949027,-90.349861,-71.102425,-77.237358,-115.39725,-1.1018597,53.286098
156678750,-31.575586,52.423306,-0.27932921,-2.3957546,-89.651268,170.94286,-79.577728,91.93676,-1.1026688,53.284698
156679687.5,-31.57045,52.570988,-0.2785565,-2.4019129,-83.537628,114.56099,-76.725067,115.13187,-1.1019764,53.274506
156680625,-31.583235,52.461945,-0.27883869,-2.3948858,-80.207474,-171.04401,-83.798668,-79.774399,-1.103557,53.275608
156681562.5,-31.557838,52.429832,-0.27985862,-2.4008663,-75.474953,-148.39249,-92.134056,135.93472,-1.101916,53.268448
156682500,-31.56501,52.567406,-0.27875364,-2.4033031,-78.902443,-121.99427,-91.368683,-172.86429,-1.1007458,53.27615
156683437.5,-31.556599,52.69157,-0.27823243,-2.4096124,-84.356972,-137.81528,-86.370888,114.48952,-1.1027235,53.261238
156684375,-31.578264,52.495617,-0.2787846,-2.3973372,-76.562172,-132.61043,-87.529831,47.416992,-1.1033695,53.244869
156685312.5,-31.549728,52.414425,-0.28021786,-2.4026127,-82.777435,-49.644665,-82.39312,90.292496,-1.1007404,53.248318
156686250,-31.590794,52.546246,-0.27806216,-2.3955014,-90.356659,-33.224449,-83.978302,-80.781235,-1.1023108,53.239937
156687187.5,-31.568342,52.539696,-0.27882296,-2.4014926,-83.102402,71.280891,-77.134087,127.90025,-1.10146,53.237789
156688125,-31.55435,52.505169,-0.2794919,-2.4042556,-79.970894,-140.83127,-84.076065,19.133791,-1.1006008,53.223797
156689062.5,-31.551836,52.513973,-0.27951673,-2.4052348,-79.935669,-9.7225904,-78.130592,144.3423,-1.102228,53.222816
156690000,-31.551725,52.59314,-0.27901605,-2.4078085,-79.315239,101.41666,-75.353821,-170.98267,-1.1024156,53.215195
156690937.5,-31.545303,52.479694,-0.27994514,-2.4059405,-94.749359,126.20193,-81.66172,76.093498,-1.1021434,53.211109
156691875,-31.579136,52.686176,-0.27754623,-2.4031947,-85.061317,74.359116,-87.46035,-171.46985,-1.1028531,53.20496
156692812.5,-31.525911,52.696049,-0.27918777,-2.4182861,-97.892303,171.04182,-82.60498,144.54134,-1.1021192,53.207695
156693750,-31.515139,52.588707,-0.28022134,-2.4178317,-96.657959,-116.47254,-81.050125,61.200981,-1.1041201,53.200981
156694687.5,-31.52986,52.76627,-0.27861157,-2.4194398,-102.3339,-61.647839,-89.702965,34.477013,-1.1031232,53.18187
156695625,-31.523838,52.701954,-0.27921656,-2.4190531,-85.409271,116.79317,-80.411407,35.481117,-1.1017493,53.175045
156696562.5,-31.53896,52.650963,-0.27905703,-2.4132087,-84.053459,-118.95467,-75.185234,-110.60306,-1.1016543,53.176945
156697500,-31.563948,52.710926,-0.27787393,-2.4081929,-86.262329,134.3644,-74.190514,108.46066,-1.1025161,53.16988
156698437.5,-31.541067,52.718685,-0.27855676,-2.4147952,-80.44326,-69.340919,-88.667328,-68.517586,-1.1035038,53.157455
156699375,-31.539619,52.731098,-0.2785238,-2.4155958,-82.406868,-40.991516,-84.402031,-146.10405,-1.1032891,53.155121
156700312.5,-31.530668,52.69775,-0.27902412,-2.4170163,-78.758369,-42.638729,-81.404648,-64.822319,-1.1031089,53.151432
156701250,-31.528687,52.530468,-0.28015682,-2.4121864,-86.95929,-138.67186,-85.195198,-101.04311,-1.1033547,53.146454
156702187.5,-31.53974,52.678886,-0.27885363,-2.413888,-89.323166,123.40014,-76.802666,35.736301,-1.1032126,53.138912
156703125,-31.512781,52.683582,-0.2796897,-2.4215441,-87.478226,-86.019035,-81.738968,-141.07292,-1.103424,53.128422
156704062.5,-31.509157,52.659779,-0.27995893,-2.4217885,-80.035515,-179.53758,-82.624687,-60.583649,-1.1015804,53.126518
156705000,-31.520567,52.471779,-0.28079352,-2.4125481,-78.561226,106.50017,-81.501678,178.09839,-1.1033971,53.125858
156705937.5,-31.48995,52.715855,-0.28021792,-2.4289601,-81.200768,-163.99239,-87.695007,178.3889,-1.1028434,53.12508
156706875,-31.500227,52.716953,-0.27987975,-2.4261227,-90.052017,138.35199,-87.50219,96.194252,-1.1018969,53.108871
156707812.5,-31.510021,52.697746,-0.27968773,-2.4227695,-82.644127,176.08682,-76.209167,9.7003078,-1.1021734,53.103107
156708750,-31.535267,52.683815,-0.27896559,-2.4152896,-82.364159,72.591476,-79.443375,144.13181,-1.1033658,53.098808
156709687.5,-31.547802,52.639996,-0.27884325,-2.4104009,-89.254608,-73.161644,-89.125977,130.08578,-1.1026474,53.093937
156710625,-31.531458,52.898861,-0.27771083,-2.4232371,-86.087044,120.75851,-90.846855,-166.89319,-1.1022718,53.082535
156711562.5,-31.57098,52.775612,-0.27723706,-2.4083083,-99.145126,-169.08572,-82.283791,116.32493,-1.1022555,53.077209
156712500,-31.53931,52.807884,-0.27804258,-2.4181399,-91.152893,-18.002552,-86.169769,96.742554,-1.1021296,53.074162
156713437.5,-31.546045,52.862057,-0.27748066,-2.4179955,-78.41227,71.523392,-83.675224,-0.72762901,-1.1014489,53.070641
156714375,-31.517643,52.570797,-0.2802552,-2.4165573,-76.715157,-43.768562,-79.201706,-101.74467,-1.1028744,53.0648
156715312.5,-31.518587,52.77129,-0.27894089,-2.4227431,-84.425819,-85.386635,-76.170082,139.75581,-1.1027471,53.056042
156716250,-31.524788,52.727589,-0.27902195,-2.4196119,-83.814369,-120.83517,-80.110504,-147.31018,-1.1021519,53.051113
156717187.5,-31.531643,52.906204,-0.27765775,-2.42342,-78.622276,-31.468204,-74.339958,135.20688,-1.1028785,53.044788
156718125,-31.504944,52.899513,-0.27855501,-2.4306679,-79.388687,14.377473,-81.539696,-135.88879,-1.1018907,53.043243
156719062.5,-31.509005,52.745544,-0.27941382,-2.4245908,-92.096542,-114.41573,-83.230011,156.27045,-1.103251,53.029839
156720000,-31.516287,52.917828,-0.27807403,-2.428081,-87.581406,-99.155121,-83.703835,153.36148,-1.1024872,53.021954
156720937.5,-31.553576,52.848812,-0.27732503,-2.415477,-74.237946,-110.33073,-79.554955,27.159075,-1.1035719,53.025974
156721875,-31.527138,52.958569,-0.27746561,-2.4263504,-73.943558,-178.3009,-79.352707,-56.339146,-1.1028515,53.01722
156722812.5,-31.515623,52.962357,-0.27780902,-2.4296904,-79.017731,-114.58286,-77.584389,-91.856339,-1.1022328,53.010788
156723750,-31.510145,52.689999,-0.27973342,-2.4224863,-95.915665,141.17404,-100.55772,170.55359,-1.1036206,53.007813
156724687.5,-31.509249,52.906456,-0.27837244,-2.4296858,-78.553612,48.089649,-76.168098,-47.911793,-1.1037896,52.992905
156725625,-31.523638,52.947262,-0.27764997,-2.4269669,-98.757195,173.95259,-94.917557,-126.76665,-1.1038164,52.993538
156726562.5,-31.510498,52.855793,-0.27865803,-2.4277127,-80.749725,151.12891,-85.507668,101.55556,-1.1034988,52.99485
156727500,-31.491301,52.91502,-0.27889264,-2.4349873,-82.918152,-177.03139,-98.232269,-108.68835,-1.1040801,52.989456
156728437.5,-31.49309,53.005543,-0.27825168,-2.4373863,-84.12339,-21.605104,-86.672417,-76.670937,-1.1029321,52.971642
156729375,-31.496258,52.978344,-0.27832562,-2.435627,-82.980377,12.96162,-73.885521,-104.7678,-1.1045949,52.963535
156730312.5,-31.511536,52.946629,-0.27804083,-2.4303312,-86.018143,-112.27642,-77.013084,118.9069,-1.1029217,52.977345
156731250,-31.503281,52.930965,-0.27840587,-2.4321411,-79.060684,-131.8463,-79.275978,-4.5587692,-1.1041973,52.958618
156732187.5,-31.491095,53.007786,-0.27830109,-2.4380183,-82.327202,-97.792168,-81.639168,92.934532,-1.1041491,52.947273
156733125,-31.514833,52.96587,-0.27781168,-2.4300237,-89.159782,90.642929,-81.250397,9.6615753,-1.1030756,52.945698
156734062.5,-31.48362,53.084259,-0.27804646,-2.4425664,-76.86953,164.64116,-84.153496,119.08223,-1.1039202,52.951561
156735000,-31.497765,53.075432,-0.27765128,-2.4383092,-79.519531,-60.750393,-77.503624,-154.81622,-1.1039021,52.923386
156735937.5,-31.472799,53.020344,-0.27880624,-2.4435627,-93.657143,110.9664,-87.407669,57.711193,-1.1036626,52.929981
156736875,-31.4925,53.122341,-0.27751648,-2.4412858,-78.086304,-138.49533,-80.813904,-62.262699,-1.1035539,52.921432
156737812.5,-31.529842,53.087719,-0.27654952,-2.4297099,-83.575829,178.44885,-72.701523,43.75082,-1.1036984,52.917027
156738750,-31.486626,52.939892,-0.27888227,-2.4370966,-87.967674,48.548996,-86.12252,-5.0661573,-1.1034926,52.916615
156739687.5,-31.499142,53.042801,-0.27781782,-2.4368801,-76.133255,-13.508152,-79.59317,138.30829,-1.1030123,52.906704
156740625,-31.496805,52.971336,-0.27835321,-2.4352486,-80.910271,-132.57649,-80.155083,160.56961,-1.102694,52.900169
156741562.5,-31.47941,52.912674,-0.27928954,-2.4382482,-89.675568,-128.42081,-91.580933,-40.543308,-1.1029758,52.8909
156742500,-31.484398,53.112198,-0.27784091,-2.4432406,-80.726974,157.35867,-86.526283,97.972618,-1.1045203,52.890175
156743437.5,-31.497952,52.954571,-0.27842456,-2.4343903,-79.870575,167.71042,-78.061905,45.851833,-1.1028314,52.887909
156744375,-31.473055,53.049904,-0.27860686,-2.4444389,-79.185852,138.34406,-86.731804,7.0659146,-1.1035016,52.872772
156745312.5,-31.491543,53.121868,-0.27755016,-2.4415402,-78.756691,-59.009045,-77.447105,-161.01122,-1.1040249,52.869083
156746250,-31.483845,53.087654,-0.27801728,-2.4426112,-81.869804,82.352989,-78.576202,-95.44928,-1.1045649,52.857845
156747187.5,-31.493708,53.203556,-0.27695304,-2.4435365,-76.337967,151.48038,-75.261299,37.991062,-1.1047508,52.857689
156748125,-31.469635,53.098545,-0.27840164,-2.4469604,-95.31543,-147.09732,-78.700279,124.04159,-1.1034502,52.858673
156749062.5,-31.486713,52.976013,-0.27864644,-2.4382305,-79.419792,-77.251923,-80.575432,59.707867,-1.1040086,52.844513
156750000,-31.484608,53.100895,-0.27790731,-2.4428203,-86.284943,128.34796,-79.415466,-3.7834454,-1.1036837,52.840855
156750937.5,-31.457516,53.012585,-0.27934718,-2.4476182,-87.091881,-142.56775,-87.924683,-76.521446,-1.1029074,52.836456
156751875,-31.473585,53.111187,-0.2781933,-2.4462519,-76.318817,164.63545,-83.318565,-142.38931,-1.1039608,52.822803
156752812.5,-31.484671,53.189411,-0.27733272,-2.4456296,-91.114693,-148.92313,-83.001213,128.97272,-1.1039543,52.825119
156753750,-31.476917,53.001549,-0.27879569,-2.4418018,-77.148499,-178.13997,-74.437134,-132.6534,-1.1042861,52.810253
156754687.5,-31.477129,53.10973,-0.27808928,-2.4452076,-88.460968,-157.91434,-80.358688,48.545719,-1.1035398,52.798004
156755625,-31.462877,53.322571,-0.27716413,-2.456027,-80.516724,163.53375,-79.18499,-11.6043,-1.1044868,52.799217
156756562.5,-31.461868,53.26173,-0.27759168,-2.454371,-84.889641,98.083549,-77.476311,-51.728996,-1.1025722,52.801529
156757500,-31.482006,53.24649,-0.27704802,-2.4482005,-85.063782,5.2743621,-86.275757,56.940277,-1.1049691,52.788025
156758437.5,-31.47381,53.068718,-0.27846095,-2.444829,-83.491158,-126.17701,-78.276123,164.46611,-1.1044357,52.780117
156759375,-31.480776,53.211739,-0.27731243,-2.4474392,-84.026039,175.94228,-83.249817,66.435623,-1.1050651,52.774075
156760312.5,-31.460209,53.275826,-0.27755305,-2.4552901,-81.272873,10.976295,-79.280106,120.06391,-1.1036879,52.76445
156761250,-31.494801,53.196316,-0.27696508,-2.4429986,-83.042595,25.956659,-75.512611,122.36578,-1.1028353,52.7673
156762187.5,-31.47331,53.073734,-0.27844453,-2.4451306,-83.940872,-53.457355,-81.879974,-174.69591,-1.1031185,52.765022
156763125,-31.465382,53.126705,-0.27835539,-2.4490612,-79.626625,-150.79077,-75.746681,-173.7764,-1.1045769,52.753136
156764062.5,-31.448257,53.190388,-0.27849054,-2.4559369,-83.806923,50.877289,-78.744469,63.416306,-1.1039414,52.744465
156765000,-31.486362,53.132534,-0.2776466,-2.4433374,-85.856628,-5.8862152,-78.125397,-32.756145,-1.1038104,52.746975
156765937.5,-31.452358,53.085182,-0.27904224,-2.4514046,-88.751343,92.661987,-79.46595,-174.1962,-1.104043,52.733406
156766875,-31.463646,53.142635,-0.27830771,-2.4500611,-84.420105,-139.35315,-72.86306,-49.48867,-1.104643,52.740856
156767812.5,-31.433615,53.09988,-0.27954897,-2.4571738,-85.524513,82.647713,-82.628906,84.442139,-1.104458,52.721252
156768750,-31.438946,53.143044,-0.27909705,-2.4570527,-86.363274,-46.838276,-78.19442,-2.2506368,-1.1034464,52.717888
156769687.5,-31.445967,53.310436,-0.27778286,-2.4604268,-86.19059,166.8938,-83.4981,-25.481018,-1.1053706,52.707527
156770625,-31.443499,53.182945,-0.27869147,-2.4570446,-80.874527,-48.107586,-76.364128,-36.262932,-1.1052622,52.709686
156771562.5,-31.453535,52.940334,-0.27994311,-2.4464152,-81.377258,126.52188,-85.365623,-28.004023,-1.1040558,52.706738
156772500,-31.460634,53.007126,-0.2792823,-2.446564,-80.259628,117.98045,-88.531532,-93.311623,-1.1041152,52.691654
156773437.5,-31.420797,53.186687,-0.27939582,-2.4635963,-90.08165,-99.032112,-89.629471,58.058971,-1.104458,52.694992
156774375,-31.45262,53.041821,-0.27931502,-2.4499381,-77.842392,69.780884,-82.538071,-2.8312168,-1.1040493,52.684425
156775312.5,-31.430712,53.144791,-0.27935013,-2.4594398,-85.647781,-63.719368,-82.164619,-22.291508,-1.1055554,52.676785
156776250,-31.445536,53.279221,-0.27799991,-2.4595509,-95.187454,162.44115,-81.356361,-26.224407,-1.105284,52.669823
156777187.5,-31.419022,53.299351,-0.2787177,-2.4677172,-76.977982,-152.4162,-94.301468,-113.14735,-1.1044172,52.662472
156778125,-31.419111,53.185093,-0.27946046,-2.4640236,-77.626526,-48.409409,-78.201721,119.66325,-1.1049345,52.664936
156779062.5,-31.448475,53.28553,-0.2778649,-2.4589205,-77.08313,-147.30994,-83.392067,92.63884,-1.1039623,52.653694
156780000,-31.416695,53.110836,-0.28002226,-2.4623194,-85.567543,-74.139938,-82.423134,-105.64863,-1.1043012,52.647556
156780937.5,-31.446518,53.13588,-0.27890056,-2.4546816,-78.239761,119.95705,-85.191566,-88.937592,-1.1031127,52.645115
156781875,-31.434311,53.350864,-0.27789199,-2.4650247,-78.493629,5.1059513,-77.435143,15.334666,-1.1062416,52.63393
156782812.5,-31.439177,53.240871,-0.27845311,-2.4601252,-81.518135,-142.63229,-80.552742,-123.89369,-1.1046718,52.627529
156783750,-31.413258,53.411156,-0.27817148,-2.4729388,-78.174072,-19.309965,-84.779327,84.766785,-1.1039224,52.617046
156784687.5,-31.406071,53.348927,-0.27880895,-2.4729915,-79.91613,-150.1555,-83.234795,-50.620163,-1.1047467,52.626343
156785625,-31.413658,53.186153,-0.27962887,-2.4656053,-81.099022,49.03347,-85.019455,135.66228,-1.1043158,52.618431
156786562.5,-31.420586,53.377953,-0.27815408,-2.4697905,-83.807175,-155.08545,-76.646576,-80.088348,-1.105068,52.603081
156787500,-31.423952,53.387352,-0.27798501,-2.4691341,-77.009377,174.55409,-87.163925,-101.61674,-1.1053896,52.591633
156788437.5,-31.395973,53.224171,-0.27994978,-2.4718568,-80.201378,105.97555,-98.254532,-171.46056,-1.1037438,52.587589
156789375,-31.386248,53.304977,-0.27973372,-2.4772291,-91.132256,64.563171,-91.230789,-168.99638,-1.1048895,52.593552
156790312.5,-31.393177,53.400654,-0.27888367,-2.4783268,-80.328125,-45.901028,-82.548317,-38.383587,-1.1046273,52.582989
156791250,-31.415579,53.115597,-0.28002721,-2.4627893,-90.526947,-123.03832,-85.558228,-85.222572,-1.1054025,52.577969
156792187.5,-31.413937,53.073723,-0.28035304,-2.4619052,-87.372604,-64.329346,-83.316666,-176.98593,-1.1057005,52.577023
156793125,-31.401518,53.478481,-0.27810597,-2.4784396,-99.739586,34.210133,-83.930069,-16.084597,-1.1051688,52.563396
156794062.5,-31.402336,53.236942,-0.27966142,-2.4704568,-85.418686,9.9421473,-84.907188,-52.601959,-1.1058635,52.5625
156795000,-31.400524,53.429161,-0.27846122,-2.4771442,-81.24276,144.27486,-86.511955,67.421326,-1.1041803,52.557358
156795937.5,-31.397028,53.415798,-0.2786608,-2.4777133,-79.955276,-15.899071,-83.983421,-172.80182,-1.1062281,52.546677
156796875,-31.399714,53.227879,-0.27980506,-2.4709117,-81.570389,-16.489948,-77.549271,157.12721,-1.105661,52.541477
156797812.5,-31.369429,53.471664,-0.27917939,-2.4873955,-73.68338,-159.65491,-78.356323,-99.262871,-1.1073297,52.535343
156798750,-31.38644,53.395481,-0.27913383,-2.4800835,-88.058388,-64.537117,-80.103622,115.81271,-1.1050982,52.532215
156799687.5,-31.37516,53.289886,-0.28018978,-2.479908,-82.910133,-152.96811,-80.174622,-3.4084141,-1.1067595,52.517754
156800625,-31.391127,53.463844,-0.27853477,-2.480938,-84.747467,67.287079,-85.474457,-169.16199,-1.1060456,52.519333
156801562.5,-31.369947,53.284191,-0.28039527,-2.4812136,-80.727081,-179.03969,-74.261566,-27.456179,-1.1056814,52.512886
156802500,-31.396303,53.230679,-0.27989659,-2.4719727,-82.703911,-89.613068,-90.420601,162.18738,-1.1054376,52.511089
156803437.5,-31.37813,53.446636,-0.2790646,-2.4841013,-86.735123,176.91434,-88.654594,-88.646202,-1.1060139,52.499268
156804375,-31.369392,53.28793,-0.28038862,-2.4814928,-85.10482,-170.40219,-74.586182,-73.42807,-1.1055428,52.497803
156805312.5,-31.38829,53.256702,-0.27998427,-2.4750929,-91.718918,103.48904,-78.488586,177.08961,-1.1064175,52.489746
156806250,-31.370958,53.387009,-0.27968717,-2.4842367,-79.520523,-64.251846,-76.724709,-92.343544,-1.1072167,52.484604
156807187.5,-31.35622,53.369934,-0.28027418,-2.4879057,-76.962761,75.750809,-79.458275,9.2899227,-1.1054456,52.476978
156808125,-31.384691,53.503719,-0.27847895,-2.4840553,-88.731644,145.52809,-79.831818,-21.10635,-1.106568,52.473282
156809062.5,-31.366899,53.54475,-0.27877921,-2.4904666,-81.982544,-76.491348,-77.552277,19.053373,-1.1063641,52.463066
156810000,-31.343218,53.581306,-0.27929804,-2.4984422,-99.843254,132.76511,-78.153671,-177.44127,-1.1057451,52.459587
156810937.5,-31.376659,53.407394,-0.2793698,-2.4832616,-84.572556,66.408493,-79.072906,148.28227,-1.105424,52.454952
156811875,-31.359169,53.571964,-0.27884763,-2.4935577,-81.960403,-39.052437,-83.291489,-62.801922,-1.1063552,52.441925
156812812.5,-31.343281,53.534798,-0.27960345,-2.4969289,-87.127724,0.96661693,-81.788963,93.036308,-1.1059752,52.440197
156813750,-31.360123,53.457035,-0.27957484,-2.4895926,-79.1194,121.5757,-90.604057,-140.95026,-1.1064084,52.432247
156814687.5,-31.356127,53.415276,-0.27997857,-2.4893939,-85.434982,-104.05612,-76.900009,-78.355919,-1.1065439,52.43943
156815625,-31.335194,53.471809,-0.28028011,-2.4972255,-84.16523,-0.11157223,-80.718391,-64.816536,-1.1062713,52.431358
156816562.5,-31.367136,53.342796,-0.28010088,-2.4839063,-79.079514,-60.606251,-77.694748,-39.339848,-1.1059761,52.426392
156817500,-31.346413,53.456623,-0.28001887,-2.4935126,-81.770096,-117.51211,-79.074501,-109.71451,-1.1062711,52.410744
156818437.5,-31.331968,53.544201,-0.27990532,-2.5004864,-87.973312,110.55142,-87.011391,57.120678,-1.1058789,52.403687
156819375,-31.312538,53.488945,-0.280898,-2.504303,-83.549416,2.0863476,-82.236351,-99.934578,-1.1060537,52.401836
156820312.5,-31.331902,53.522411,-0.28005165,-2.499804,-79.580109,5.3429408,-73.833046,-2.4351158,-1.1066449,52.392979
156821250,-31.339182,53.58329,-0.27941462,-2.4996672,-82.088692,42.283543,-76.608147,102.96368,-1.1049761,52.391773
156822187.5,-31.309792,53.602051,-0.28023642,-2.5087466,-86.77951,-57.319698,-86.416885,147.40219,-1.1050957,52.386257
156823125,-31.350073,53.547844,-0.27929893,-2.4953961,-92.659103,-90.49218,-79.89328,-162.14755,-1.1056617,52.372246
156824062.5,-31.365974,53.520401,-0.27896938,-2.4899507,-87.329109,-85.680183,-78.393074,81.245712,-1.1054797,52.372211
156825000,-31.338787,53.409321,-0.28057697,-2.4941773,-83.905319,-176.25258,-82.269302,-30.757223,-1.1062843,52.368298
156825937.5,-31.350599,53.551407,-0.27925849,-2.4953594,-87.32148,126.56764,-77.623268,-108.82404,-1.1053427,52.363651
156826875,-31.331316,53.428757,-0.28068978,-2.4969516,-79.801872,-38.963997,-94.506393,142.15553,-1.1058322,52.354706
156827812.5,-31.333342,53.586269,-0.27958268,-2.5014446,-80.207542,-146.00288,-90.17585,125.93079,-1.1069831,52.342979
156828750,-31.316311,53.521484,-0.28056052,-2.5042658,-82.096336,27.280146,-79.209496,-52.21788,-1.1063108,52.347603
156829687.5,-31.334501,53.494995,-0.28014916,-2.498172,-86.66655,-40.436562,-83.749298,6.4178028,-1.1058095,52.335533
156830625,-31.327217,53.690884,-0.27908632,-2.5065727,-85.42865,77.437073,-82.979057,-85.750908,-1.1061274,52.328156
156831562.5,-31.319817,53.564888,-0.28015974,-2.5046544,-78.821968,-62.467087,-79.021812,-8.0687933,-1.1067561,52.318245
156832500,-31.331369,53.633404,-0.27933395,-2.5035281,-80.203194,-105.15408,-82.258415,-25.016174,-1.1064914,52.31424
156833437.5,-31.330336,53.488453,-0.28032672,-2.4991596,-77.580559,-21.515779,-80.371544,27.169842,-1.1066395,52.31049
156834375,-31.33433,53.550438,-0.27978808,-2.5000076,-89.956528,-56.838043,-80.57618,13.269849,-1.1056623,52.307899
156835312.5,-31.330664,53.538456,-0.2799854,-2.5006773,-88.579025,-118.75832,-82.277054,101.20611,-1.1055353,52.300983
156836250,-31.329514,53.504463,-0.28024736,-2.499913,-83.495102,-44.036854,-75.787254,83.193977,-1.1054626,52.293606
156837187.5,-31.297678,53.498695,-0.28131387,-2.5089073,-77.363945,-158.81386,-76.782242,4.5101576,-1.106268,52.282673
156838125,-31.328732,53.566193,-0.27986395,-2.5021267,-83.107246,61.737213,-77.145432,157.33707,-1.1067833,52.281357
156839062.5,-31.319565,53.613605,-0.27984485,-2.5062964,-87.22123,-130.64233,-81.739899,179.53207,-1.1081277,52.278782
156840000,-31.319441,53.674103,-0.27944747,-2.5082786,-85.368744,-120.85045,-81.075752,-56.625725,-1.106775,52.271992
156840937.5,-31.324484,53.415009,-0.28100139,-2.4984725,-77.548492,46.200283,-81.042221,-91.390747,-1.1063404,52.267132
156841875,-31.313265,53.628826,-0.27994674,-2.508606,-83.177185,41.937683,-71.757111,83.069626,-1.1071112,52.257412
156842812.5,-31.315205,53.405209,-0.28136638,-2.5008266,-86.152115,-125.93169,-89.239731,25.657509,-1.1070328,52.241943
156843750,-31.298349,53.573811,-0.28079319,-2.511142,-78.427551,-140.66838,-81.579514,-166.70113,-1.1068739,52.249313
156844687.5,-31.318789,53.600395,-0.2799575,-2.5060954,-82.881332,-98.905327,-79.75161,-142.97923,-1.1073042,52.237316
156845625,-31.307226,53.598522,-0.28034252,-2.5093734,-80.604622,-11.870744,-76.894646,-135.56111,-1.1056455,52.234093
156846562.5,-31.299814,53.513474,-0.28114671,-2.5087688,-82.119652,-65.966866,-74.966454,100.01809,-1.106636,52.220592
156847500,-31.318701,53.581352,-0.28008667,-2.5055075,-83.774147,-128.75278,-81.221542,132.02171,-1.1073807,52.2192
156848437.5,-31.295387,53.711098,-0.2799755,-2.516428,-75.094322,158.29506,-76.939949,-122.71658,-1.1070426,52.223694
156849375,-31.315716,53.618046,-0.27993929,-2.5075505,-84.653732,-52.652832,-80.371529,-138.78639,-1.1083479,52.214684
156850312.5,-31.314877,53.61068,-0.28001526,-2.507556,-81.765907,113.29834,-83.783112,-61.797878,-1.1061763,52.213676
156851250,-31.314318,53.458908,-0.28103951,-2.5028191,-85.254669,164.66985,-87.763245,126.36494,-1.1056532,52.199352
156852187.5,-31.297131,53.675514,-0.28015617,-2.5147762,-84.717285,155.11711,-79.138367,11.747659,-1.1068683,52.187851
156853125,-31.290939,53.738625,-0.27993533,-2.5186038,-80.647202,49.35355,-76.511436,-21.079676,-1.1075153,52.188248
156854062.5,-31.281637,53.696976,-0.28051287,-2.5199597,-81.343765,-107.16378,-79.386948,38.080791,-1.1058369,52.177776
156855000,-31.28591,53.769371,-0.27989224,-2.5210528,-77.617981,-33.30756,-76.578529,97.570976,-1.1070704,52.179131
156855937.5,-31.302114,53.608479,-0.28044134,-2.5111728,-93.104866,-125.83765,-77.615845,93.163124,-1.107796,52.167603
156856875,-31.26605,53.805363,-0.28029171,-2.5279863,-82.2547,-14.88209,-81.310905,38.525219,-1.1068171,52.163979
156857812.5,-31.271502,53.778469,-0.28029582,-2.5255332,-78.060715,53.034512,-76.47718,-1.0517948,-1.1070868,52.167072
156858750,-31.290613,53.79517,-0.27956879,-2.5205185,-93.85334,148.53264,-76.493683,157.33951,-1.1074121,52.159634
156859687.5,-31.279123,53.565735,-0.28146872,-2.5164464,-92.830406,124.06462,-75.741417,152.00385,-1.1064672,52.138901
156860625,-31.267954,53.688297,-0.28101274,-2.523653,-85.542908,-54.123112,-82.98037,170.63368,-1.1064581,52.143665
156861562.5,-31.257526,53.716995,-0.28115809,-2.5276136,-79.100174,175.68146,-84.138771,120.94223,-1.1060852,52.134571
156862500,-31.262861,53.648643,-0.28144234,-2.52385,-77.136147,-174.34904,-74.444237,-17.9461,-1.1060615,52.123402
156863437.5,-31.251575,53.65303,-0.28177863,-2.5272744,-94.354553,77.429047,-90.699951,-157.50513,-1.1070815,52.123043
156864375,-31.267311,53.64249,-0.28133935,-2.5223577,-87.251091,148.90504,-86.292274,-142.01189,-1.1076404,52.118164
156865312.5,-31.253763,53.844196,-0.28042793,-2.5328186,-80.741493,-107.17284,-94.603027,-104.22571,-1.1062851,52.117188
156866250,-31.261433,53.709698,-0.28108057,-2.5262408,-88.200562,13.5244,-82.421043,-60.276203,-1.1074728,52.110336
156867187.5,-31.261633,53.639839,-0.2815409,-2.5239217,-85.21402,158.42938,-87.215134,-100.44647,-1.1074119,52.097038
156868125,-31.259853,53.804371,-0.28049821,-2.5297587,-82.112068,-143.17659,-74.674049,-45.588272,-1.1069396,52.093311
156869062.5,-31.273144,53.68214,-0.28088605,-2.5219462,-79.521782,121.45364,-87.714928,-179.61897,-1.1063429,52.094196
156870000,-31.254707,53.815941,-0.28058684,-2.5316319,-76.385963,-61.625286,-78.767654,-136.2444,-1.107607,52.081554
156870937.5,-31.248228,53.794613,-0.28093901,-2.5328321,-84.502556,-37.082996,-85.763969,151.20961,-1.1061394,52.071209
156871875,-31.262587,53.757355,-0.28072459,-2.5274451,-93.479309,151.53584,-84.95015,-1.7132574,-1.1074775,52.068657
156872812.5,-31.227318,53.821823,-0.28143272,-2.5398192,-78.047867,-117.19288,-78.286278,-12.136585,-1.1076988,52.059982
156873750,-31.258749,53.848267,-0.28023985,-2.5314963,-87.870735,157.24167,-78.932037,-5.9321618,-1.1088209,52.05262
156874687.5,-31.232489,53.822266,-0.2812624,-2.5383217,-82.860245,77.310287,-89.021683,-90.40416,-1.107139,52.047611
156875625,-31.230524,53.741703,-0.28186703,-2.5362864,-90.087547,-40.708935,-88.771591,-127.5974,-1.1086241,52.049507
