Freq(Hz),Eq=(1-S11)/(1+S11)(DB),Eq=(1-S11)/(1+S11)(DEG),S11(DB),S11(DEG),S12(DB),S12(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG)
154802812.5,-32.57547,48.356731,-0.27130696,-2.0134149,-77.892921,29.923227,-82.348488,136.18338,-1.0444744,65.097534
154803750,-32.606186,48.44165,-0.26989847,-2.0089455,-78.730675,-20.487429,-88.649399,-25.351372,-1.0447484,65.098503
154804687.5,-32.591343,48.29623,-0.27113348,-2.0078511,-87.473785,94.706909,-86.142624,-129.04234,-1.0447152,65.090675
154805625,-32.576431,48.453651,-0.27076024,-2.0162153,-78.441689,80.153053,-79.730835,-124.09096,-1.044466,65.080513
154806562.5,-32.588608,48.290836,-0.27124754,-2.0083153,-83.137733,47.051006,-89.091751,146.81609,-1.0429416,65.067528
154807500,-32.593746,48.287964,-0.27110252,-2.0070384,-77.822815,-173.69865,-83.14489,77.019608,-1.0453104,65.077614
154808437.5,-32.571793,48.407661,-0.27115017,-2.0158577,-86.870796,-82.458916,-82.697937,173.85826,-1.0436245,65.069237
154809375,-32.593624,48.195499,-0.27159712,-2.0041792,-81.950951,-130.44096,-93.465851,-130.85347,-1.0446676,65.058655
154810312.5,-32.586723,48.424282,-0.27059615,-2.012912,-81.711296,63.573524,-84.238487,148.55113,-1.0453137,65.045959
154811250,-32.573364,48.252823,-0.27192616,-2.0106556,-95.937103,80.764664,-79.500664,-108.8551,-1.04417,65.047585
154812187.5,-32.566219,48.274677,-0.27203345,-2.0129948,-83.64389,-169.4985,-99.777893,79.903358,-1.0455488,65.049088
154813125,-32.585884,48.147831,-0.2720921,-2.0044744,-85.082726,112.20542,-72.122345,-119.5211,-1.0434574,65.040565
154814062.5,-32.573292,48.28582,-0.27175274,-2.0117044,-78.388123,-65.347809,-82.759735,-26.991842,-1.0451038,65.028343
154815000,-32.549355,48.306259,-0.27239323,-2.0178983,-77.37384,-121.44533,-85.807167,171.36375,-1.0440127,65.023613
154815937.5,-32.591721,48.16436,-0.27182177,-2.0036445,-78.349648,-88.773346,-94.985046,179.16586,-1.0441679,65.011604
154816875,-32.581863,48.384373,-0.27096018,-2.012795,-79.721222,-94.206955,-90.796082,-1.9409155,-1.0450544,65.018951
154817812.5,-32.59164,48.259895,-0.2713173,-2.0066488,-87.198227,-97.087059,-76.826195,-78.850441,-1.0453659,65.010216
154818750,-32.565952,48.245277,-0.27219838,-2.0121362,-83.792015,157.79889,-83.541473,134.4342,-1.0454487,65.004471
154819687.5,-32.566704,48.336525,-0.27168861,-2.0148172,-82.59861,57.661427,-87.090508,111.25557,-1.0441477,64.997391
154820625,-32.590359,48.255917,-0.2713784,-2.0068204,-79.537712,129.8663,-82.64373,-36.908089,-1.0452939,64.997551
154821562.5,-32.549732,48.394539,-0.27190959,-2.020575,-88.896538,-165.7576,-78.185165,-9.5133543,-1.0456346,64.986702
154822500,-32.58876,48.2738,-0.27133337,-2.0077491,-75.159454,-120.06936,-75.02961,-87.596062,-1.044937,64.994621
154823437.5,-32.597599,48.17046,-0.27160561,-2.0024791,-82.383591,-156.89825,-88.347992,1.6190238,-1.0442535,64.981499
154824375,-32.556854,48.215706,-0.27264109,-2.0133176,-77.235886,-119.8197,-86.821518,48.869438,-1.0452631,64.971184
154825312.5,-32.612091,48.264561,-0.2706548,-2.0020738,-84.403473,13.184486,-91.377533,157.18576,-1.0444276,64.962715
154826250,-32.561844,48.261456,-0.27224085,-2.0135946,-81.022255,-141.29869,-80.908318,137.77322,-1.0438361,64.956795
154827187.5,-32.565483,48.272682,-0.27206707,-2.013103,-78.766548,-141.13248,-78.231812,-57.295578,-1.0445056,64.946449
154828125,-32.558159,48.166111,-0.27286431,-2.0114586,-80.518761,128.23283,-86.623466,-59.824856,-1.045308,64.943428
154829062.5,-32.576469,48.355103,-0.27128443,-2.0131323,-80.348885,40.33065,-80.779755,67.64798,-1.0443982,64.931686
154830000,-32.548752,48.269543,-0.27260816,-2.0168869,-77.399803,31.789221,-81.26165,-80.800957,-1.0442005,64.934547
154830937.5,-32.566746,48.39241,-0.2713891,-2.0165534,-76.833374,-147.65358,-84.328674,134.25687,-1.0445471,64.928513
154831875,-32.564754,48.212326,-0.27241141,-2.0113811,-74.472107,43.39349,-75.863266,45.094658,-1.0452629,64.925713
154832812.5,-32.563194,48.180695,-0.27262858,-2.0107498,-79.14019,-71.310745,-82.681953,-43.61356,-1.0447114,64.912827
154833750,-32.57542,48.321228,-0.27149776,-2.0123181,-85.263977,-34.487175,-76.007118,173.38478,-1.0454949,64.912209
154834687.5,-32.565056,48.418831,-0.27130082,-2.017771,-84.299431,141.77747,-81.474922,-122.74913,-1.046466,64.906227
154835625,-32.575447,48.42104,-0.27096486,-2.0154269,-80.249344,103.45247,-77.331375,148.64793,-1.0459812,64.894371
154836562.5,-32.58012,48.473549,-0.27053919,-2.0159786,-84.469566,89.540657,-90.932014,117.95827,-1.0452464,64.886009
154837500,-32.566086,48.163563,-0.27262911,-2.0095437,-84.259476,71.904961,-76.390854,-77.516678,-1.0449988,64.884636
154838437.5,-32.560173,48.205936,-0.27258909,-2.0122423,-87.641121,-86.514488,-76.248901,-26.730042,-1.0454959,64.885094
154839375,-32.55682,48.257122,-0.27242139,-2.0146244,-75.783302,160.4632,-89.829979,142.22478,-1.0459781,64.868256
154840312.5,-32.559135,48.362202,-0.27178824,-2.0173771,-78.736259,-71.190392,-74.922455,-82.325188,-1.0445155,64.867294
154841250,-32.548012,48.328156,-0.27231839,-2.0188971,-80.151268,-53.238586,-82.048744,156.40504,-1.0452646,64.863457
154842187.5,-32.572269,48.201126,-0.27223545,-2.0092902,-96.015366,-149.78149,-75.395813,98.677742,-1.0450511,64.860474
154843125,-32.579933,48.289478,-0.27152568,-2.0102806,-81.453041,77.16301,-90.433884,132.87662,-1.045512,64.851303
154844062.5,-32.565781,48.239319,-0.27223551,-2.0119891,-79.400459,-79.08287,-82.846756,-79.608116,-1.0462316,64.842049
154845000,-32.561153,48.373791,-0.27166322,-2.0172703,-84.621475,121.30713,-78.721977,-53.749447,-1.0454897,64.842293
154845937.5,-32.561211,48.051796,-0.27337632,-2.0071595,-83.330635,-164.73593,-105.58816,47.043015,-1.0463132,64.831856
154846875,-32.558887,48.432041,-0.27142298,-2.0196183,-85.480125,-62.938034,-80.320541,-140.58279,-1.0446767,64.828247
154847812.5,-32.59837,48.213886,-0.27135137,-2.0036583,-80.275093,-67.734756,-82.776955,-142.21748,-1.0460825,64.820885
154848750,-32.565277,48.391617,-0.27143925,-2.0168703,-79.621506,9.9635124,-82.324966,-60.015713,-1.044791,64.805954
154849687.5,-32.581013,48.447685,-0.27064934,-2.0149658,-73.996696,59.410046,-90.984627,-125.72691,-1.046159,64.810173
154850625,-32.569515,48.424339,-0.27113226,-2.016907,-84.053635,171.57805,-76.099655,-114.74143,-1.0454382,64.800713
154851562.5,-32.539265,48.144554,-0.27357322,-2.0151613,-82.315781,-25.50243,-80.691544,-63.282768,-1.0455153,64.797546
154852500,-32.548374,48.370895,-0.27207863,-2.0201516,-78.937355,158.14761,-81.687119,83.111107,-1.0450989,64.794739
154853437.5,-32.575077,48.252594,-0.2718738,-2.0102518,-79.549721,-174.54991,-79.502869,124.01817,-1.0459149,64.791985
154854375,-32.579254,48.275394,-0.27162179,-2.0099974,-84.64312,-19.224991,-79.625931,70.476616,-1.0482384,64.781311
154855312.5,-32.582764,48.253471,-0.27162871,-2.0084999,-78.383072,-112.60831,-88.586014,176.55946,-1.0460169,64.774345
154856250,-32.562515,48.381676,-0.27157861,-2.0172007,-84.420715,-33.28175,-76.899971,-134.63699,-1.0462641,64.762909
154857187.5,-32.536186,48.249214,-0.27311131,-2.0191689,-92.024651,8.3398428,-106.52958,1.6611327,-1.045861,64.764442
154858125,-32.573048,48.405376,-0.27112323,-2.0154951,-86.708305,-90.093895,-82.374985,-102.3675,-1.0465728,64.754677
154859062.5,-32.565578,48.237061,-0.27225381,-2.011965,-79.839798,78.550591,-78.291382,-127.99081,-1.0457758,64.750992
154860000,-32.5783,48.408298,-0.27094379,-2.0143671,-82.850449,52.66428,-78.542549,58.623611,-1.0460924,64.743553
154860937.5,-32.555508,48.418758,-0.2715995,-2.019989,-92.781143,141.15385,-86.668434,40.708942,-1.0439152,64.739532
154861875,-32.598747,48.587376,-0.2693533,-2.0151906,-75.760071,-115.727,-80.323479,-74.936653,-1.0466324,64.735794
154862812.5,-32.528332,48.356567,-0.27278358,-2.02437,-79.590744,92.007614,-78.550148,120.48817,-1.0453058,64.733452
154863750,-32.593609,48.30159,-0.27103436,-2.0074947,-80.335442,14.694194,-80.640411,101.98733,-1.0446725,64.727943
154864687.5,-32.554443,48.369282,-0.27189723,-2.0186894,-97.129501,-179.23662,-81.316635,-114.08461,-1.0468727,64.720512
154865625,-32.556179,48.326015,-0.27207392,-2.0169313,-79.490875,136.75171,-82.323227,-3.6392195,-1.0471576,64.713921
154866562.5,-32.566879,48.451611,-0.27106887,-2.0183704,-83.673874,-10.71794,-86.124176,145.4494,-1.0474089,64.6959
154867500,-32.57114,48.578827,-0.27025613,-2.021342,-79.164803,169.00899,-85.116882,-100.87331,-1.0456995,64.694054
154868437.5,-32.591835,48.261662,-0.27130175,-2.0066583,-82.846931,113.09285,-83.370453,-64.220284,-1.0471741,64.687378
154869375,-32.583828,48.409954,-0.27076277,-2.0131376,-86.953102,-108.43694,-84.775291,-143.39159,-1.0464498,64.684044
154870312.5,-32.572163,48.409077,-0.27113116,-2.0158165,-79.066612,-90.235863,-87.227242,-48.389412,-1.046554,64.684288
154871250,-32.595814,48.346996,-0.27072439,-2.0084004,-82.676567,-47.840237,-98.543251,-33.223476,-1.04541,64.681343
154872187.5,-32.580971,48.519695,-0.27026644,-2.0172169,-85.926163,170.74776,-79.420349,-156.43486,-1.0459321,64.675407
154873125,-32.517506,48.369686,-0.27305329,-2.0273075,-86.95591,-5.892128,-78.364983,-168.07178,-1.0472276,64.662102
154874062.5,-32.599182,48.465515,-0.26998904,-2.0113077,-79.929871,-142.95662,-80.271729,-30.960066,-1.0482925,64.656242
154875000,-32.593746,48.408714,-0.27046043,-2.0108004,-78.349503,-90.702011,-73.811653,133.13568,-1.0475276,64.650764
154875937.5,-32.592377,48.29565,-0.2711044,-2.0075943,-99.031197,5.6804271,-78.413551,-75.122726,-1.0470471,64.646622
154876875,-32.561794,48.620419,-0.27032414,-2.0248127,-99.479866,170.35341,-82.784203,42.197098,-1.0463557,64.635063
154877812.5,-32.571098,48.523994,-0.27055061,-2.0196452,-90.237633,84.014114,-93.835976,-32.647171,-1.0457158,64.633842
154878750,-32.57534,48.324825,-0.27148101,-2.0124485,-74.568687,116.55651,-83.127472,32.848587,-1.045126,64.624886
154879687.5,-32.562363,48.256542,-0.27225086,-2.0133212,-82.180649,0.49888155,-81.317543,55.104237,-1.0470496,64.623558
154880625,-32.557209,48.408295,-0.2716023,-2.0192664,-82.908562,98.940048,-79.495316,-18.740259,-1.0467465,64.619751
154881562.5,-32.602688,48.613674,-0.26909092,-2.0150907,-90.859901,-50.695278,-108.96265,-125.00958,-1.0470877,64.606705
154882500,-32.585659,48.452816,-0.27047732,-2.0140481,-81.299423,-72.145638,-76.821083,-98.034386,-1.0472633,64.601181
154883437.5,-32.60239,48.260689,-0.27097762,-2.0041904,-78.112015,7.1048417,-76.82946,-69.478195,-1.0466515,64.57917
154884375,-32.574478,48.565197,-0.27022517,-2.0201409,-78.078362,-34.609428,-91.292336,-157.6459,-1.0478908,64.585197
154885312.5,-32.584156,48.44038,-0.27059031,-2.0140085,-82.793427,19.138821,-92.912003,-137.19197,-1.0470778,64.581116
154886250,-32.611015,48.473633,-0.26957852,-2.0088203,-99.102211,35.739647,-80.075294,11.630294,-1.0467083,64.583229
154887187.5,-32.593868,48.430752,-0.27033937,-2.0114579,-81.466141,-48.759155,-78.099777,-3.7548487,-1.0464438,64.573242
154888125,-32.605408,48.397026,-0.27015981,-2.0077381,-77.553574,26.782795,-85.794945,111.27732,-1.0460637,64.558441
154889062.5,-32.568493,48.25058,-0.27209052,-2.011713,-81.07048,-95.672173,-81.374138,-10.130713,-1.0458369,64.557182
154890000,-32.572845,48.34425,-0.27145547,-2.013634,-84.062126,-27.203272,-78.575287,64.021927,-1.0463214,64.564308
154890937.5,-32.576221,48.516327,-0.27043211,-2.0182152,-78.359062,85.877586,-85.365746,49.734047,-1.045005,64.564415
154891875,-32.576237,48.47945,-0.27062851,-2.0170636,-88.356827,171.32729,-82.267006,87.788788,-1.0474117,64.537483
154892812.5,-32.576138,48.490303,-0.27057368,-2.0174246,-80.188622,149.23355,-78.780495,154.90024,-1.0453999,64.541222
154893750,-32.557308,48.363571,-0.27183813,-2.0178449,-74.535316,-53.586826,-83.43631,98.090889,-1.045905,64.52903
154894687.5,-32.575459,48.504154,-0.27052084,-2.0180135,-80.087936,-15.876751,-76.736107,-82.275749,-1.0460734,64.52047
154895625,-32.573822,48.331696,-0.27149189,-2.0130155,-90.996216,137.14105,-80.486343,-60.608101,-1.0468025,64.518242
154896562.5,-32.553085,48.53392,-0.2710588,-2.0241485,-79.959251,120.41287,-79.617638,2.1121171,-1.0469767,64.513786
154897500,-32.605148,48.498226,-0.26962975,-2.010942,-76.390793,-102.41559,-89.082695,178.88165,-1.0484343,64.510315
154898437.5,-32.56678,48.621468,-0.27016345,-2.0236833,-82.730415,-94.897964,-91.066078,-163.80682,-1.0475085,64.494148
154899375,-32.583881,48.307545,-0.27130628,-2.0099311,-79.072464,158.7495,-74.490379,84.964569,-1.047797,64.490875
154900312.5,-32.568069,48.479996,-0.27088016,-2.0189791,-80.304482,-91.383957,-80.368332,102.23814,-1.047611,64.488991
154901250,-32.571262,48.542576,-0.27044618,-2.0201855,-88.710579,-99.243027,-81.6847,84.183044,-1.0473783,64.480873
154902187.5,-32.575592,48.394581,-0.27110147,-2.0145683,-74.969345,-156.32901,-80.362976,-8.2567196,-1.046605,64.48423
154903125,-32.59211,48.586613,-0.26956323,-2.0167081,-78.28598,68.654831,-80.78968,-96.434052,-1.0476474,64.465263
154904062.5,-32.577404,48.451256,-0.27074262,-2.0159142,-81.881233,-26.541683,-80.86338,28.952101,-1.0468477,64.458885
154905000,-32.575012,48.622826,-0.26990041,-2.0218084,-92.384918,2.0812948,-86.830986,107.49185,-1.0467867,64.455994
154905937.5,-32.569599,48.584312,-0.2702747,-2.0218709,-86.690033,133.42067,-88.462311,-105.96426,-1.0477822,64.461617
154906875,-32.562595,48.662655,-0.27007279,-2.0259395,-83.074966,-159.23996,-77.975212,-90.06282,-1.0472937,64.448761
154907812.5,-32.559353,48.375309,-0.2717115,-2.0177369,-83.880814,-32.221237,-91.562225,163.29433,-1.0470152,64.443375
154908750,-32.557148,48.442116,-0.2714234,-2.0203373,-91.159828,76.639908,-84.086189,-50.242836,-1.0477167,64.440872
154909687.5,-32.546444,48.44426,-0.27174646,-2.0228961,-87.230865,-64.929214,-78.467346,-17.928446,-1.0479056,64.427879
154910625,-32.56271,48.592365,-0.27044591,-2.0237267,-84.910301,-48.149006,-83.362274,-24.398731,-1.0485049,64.427246
154911562.5,-32.566639,48.461697,-0.27102253,-2.0187409,-83.513374,-133.4977,-80.979691,-110.64513,-1.0480356,64.408226
154912500,-32.540119,48.540054,-0.27143064,-2.0273652,-78.221214,-173.68579,-78.982208,-171.77965,-1.0482891,64.414253
154913437.5,-32.546589,48.533882,-0.27126181,-2.0256629,-82.723625,-117.79672,-78.412514,164.94824,-1.0482262,64.410919
154914375,-32.54686,48.576633,-0.27102411,-2.0269337,-90.924026,118.6863,-76.186203,35.249878,-1.0479277,64.401955
154915312.5,-32.546265,48.273647,-0.27266428,-2.0175934,-78.505447,-117.56455,-82.363541,-38.616085,-1.0479056,64.396545
154916250,-32.575882,48.511436,-0.27046883,-2.0181422,-86.738838,-147.77252,-79.863403,-46.310368,-1.0478709,64.389099
154917187.5,-32.557564,48.440941,-0.27141663,-2.0202034,-76.787636,137.86711,-99.780205,18.663572,-1.0484835,64.394882
154918125,-32.572376,48.62759,-0.26995671,-2.0225694,-88.657257,-53.313904,-80.709312,-29.611397,-1.0472935,64.381653
154919062.5,-32.552017,48.381859,-0.27190602,-2.0196474,-81.453712,-144.82477,-87.997147,52.846691,-1.0482585,64.375648
154920000,-32.560047,48.609795,-0.27043542,-2.0248897,-79.263733,-104.69495,-80.880196,138.31075,-1.0475458,64.366951
154920937.5,-32.549526,48.443798,-0.27165255,-2.0221639,-90.611366,-81.278412,-79.508751,-90.269592,-1.0477846,64.373619
154921875,-32.558662,48.495449,-0.27109089,-2.0216501,-101.75517,174.97337,-80.657066,22.547165,-1.0483505,64.354294
154922812.5,-32.559883,48.570568,-0.27065071,-2.0237072,-82.458076,-24.367369,-83.092766,-68.451126,-1.0479091,64.348427
154923750,-32.558006,48.508518,-0.27104139,-2.0222099,-86.352646,1.8551807,-77.588799,-97.634964,-1.0464067,64.343521
154924687.5,-32.53051,48.557251,-0.2716386,-2.0301473,-78.821365,98.324341,-91.587311,-11.175322,-1.0478585,64.333572
154925625,-32.538727,48.472851,-0.27183464,-2.0255892,-94.21875,159.24353,-80.007408,-158.86377,-1.0481563,64.335503
154926562.5,-32.564735,48.531284,-0.27070981,-2.0213528,-78.698151,-152.4601,-85.189644,-72.092697,-1.0484952,64.330154
154927500,-32.550022,48.532265,-0.27116323,-2.0248108,-83.532875,22.823574,-85.116432,44.267021,-1.047652,64.313316
154928437.5,-32.511585,48.414169,-0.27300039,-2.0300879,-95.90934,-45.915546,-83.884712,16.922821,-1.048553,64.313744
154929375,-32.560844,48.463005,-0.27119631,-2.0201297,-81.8657,137.79622,-80.021156,150.41644,-1.0466418,64.314629
154930312.5,-32.530788,48.292027,-0.27305195,-2.0217698,-89.239929,107.31515,-90.235825,10.479033,-1.0483134,64.304321
154931250,-32.538513,48.360249,-0.27244446,-2.0221128,-82.634796,-161.52467,-82.402626,179.8443,-1.0477996,64.303719
154932187.5,-32.538574,48.337486,-0.27256435,-2.0213845,-86.065468,-98.564384,-93.423035,173.6902,-1.0482531,64.291489
154933125,-32.528503,48.478859,-0.27212229,-2.0281634,-80.442383,24.346819,-80.87574,-134.69063,-1.0494136,64.281013
154934062.5,-32.533768,48.413876,-0.27230605,-2.0249,-83.645561,114.141,-87.109802,-76.878708,-1.0485423,64.279739
154935000,-32.5452,48.430012,-0.27186167,-2.0227408,-89.922134,-156.70026,-80.368546,144.60864,-1.0481093,64.284134
154935937.5,-32.544205,48.452942,-0.27177,-2.0236895,-76.673721,-175.1127,-79.39183,141.16898,-1.0481179,64.260971
154936875,-32.537842,48.447403,-0.2719987,-2.0249991,-81.883675,42.113586,-93.188026,132.11337,-1.0476979,64.248833
154937812.5,-32.529865,48.469219,-0.2721315,-2.027544,-99.281334,65.537842,-84.425247,-114.44655,-1.049374,64.252129
154938750,-32.539726,48.513,-0.27158809,-2.0266118,-77.183334,63.083614,-84.607399,-172.60213,-1.048739,64.244926
154939687.5,-32.512215,48.380524,-0.27316135,-2.0288837,-79.39061,177.48984,-85.585541,-139.89943,-1.0484964,64.247276
154940625,-32.567734,48.596249,-0.27026877,-2.0226765,-78.795639,-51.909492,-80.577927,133.31482,-1.0481998,64.243958
154941562.5,-32.54158,48.475971,-0.27172863,-2.0250208,-84.229866,-77.97744,-88.986237,-115.50145,-1.048084,64.233597
154942500,-32.539825,48.536346,-0.27145976,-2.0273182,-80.083763,-121.10635,-80.730942,-125.81921,-1.0485657,64.229141
154943437.5,-32.518005,48.690033,-0.27131456,-2.0372241,-77.079803,-131.24707,-84.454224,158.9572,-1.0480047,64.221939
154944375,-32.525204,48.480221,-0.27221844,-2.0289774,-74.838341,-144.47441,-79.814178,56.116283,-1.0495858,64.21788
154945312.5,-32.572147,48.552631,-0.27036488,-2.020293,-80.313591,93.357109,-76.343681,-166.61235,-1.048889,64.207085
154946250,-32.525482,48.380157,-0.27274665,-2.025775,-82.782043,149.0555,-79.353096,24.463268,-1.050269,64.203926
154947187.5,-32.535885,48.385937,-0.27238929,-2.02353,-82.100426,53.988144,-74.767029,-95.23568,-1.0486033,64.193687
154948125,-32.544411,48.410641,-0.27199006,-2.0223184,-83.541817,-153.00298,-81.894745,73.014679,-1.0488758,64.186684
154949062.5,-32.530113,48.703415,-0.27086475,-2.0348029,-80.890762,-101.12247,-81.533577,-84.246704,-1.0488911,64.186577
154950000,-32.537148,48.481602,-0.27183709,-2.0262311,-79.234894,-69.894562,-88.360207,-63.245819,-1.0478494,64.174522
154950937.5,-32.521976,48.51973,-0.27210721,-2.0309694,-90.198547,80.448639,-77.05603,-28.854958,-1.0486678,64.171761
154951875,-32.562828,48.48431,-0.27102044,-2.0203323,-84.503845,-152.23251,-79.007828,-50.118595,-1.0485991,64.165894
154952812.5,-32.520161,48.598251,-0.27174163,-2.0338507,-77.100418,-148.80133,-84.404984,-45.295967,-1.049724,64.158089
154953750,-32.55954,48.487259,-0.27110726,-2.0211897,-86.52401,-79.553032,-77.709473,-178.83099,-1.0491024,64.154465
154954687.5,-32.541359,48.475914,-0.27173588,-2.0250709,-85.185394,-116.47894,-84.655106,162.73364,-1.049113,64.144066
154955625,-32.541794,48.52446,-0.27146208,-2.0264874,-77.24482,157.72089,-82.492119,55.528915,-1.0512651,64.152779
154956562.5,-32.538589,48.499741,-0.27169472,-2.0264623,-84.623352,-11.612636,-77.219353,37.574707,-1.0495815,64.135582
154957500,-32.539715,48.311436,-0.27266797,-2.0203025,-85.850586,149.427,-74.754707,72.768768,-1.0487845,64.138687
154958437.5,-32.53878,48.506161,-0.27165434,-2.0266185,-83.315376,17.176231,-77.376419,126.43619,-1.0482587,64.116051
154959375,-32.540237,48.619671,-0.27099949,-2.0298221,-75.207085,-142.30042,-78.975517,-130.63347,-1.0499325,64.124504
154960312.5,-32.538429,48.566551,-0.27134123,-2.0285873,-85.696991,43.737785,-82.373657,109.77345,-1.0491121,64.109825
154961250,-32.550304,48.466339,-0.27150756,-2.0226872,-82.527008,-94.906364,-86.124809,-119.44905,-1.049553,64.102097
154962187.5,-32.529713,48.32634,-0.2729021,-2.0230987,-75.758652,-143.51288,-79.735039,-57.276684,-1.0489194,64.102844
154963125,-32.536224,48.585869,-0.27130637,-2.029706,-79.414314,-139.62724,-88.692253,-120.56591,-1.0497355,64.102646
154964062.5,-32.573822,48.523781,-0.27046689,-2.0190051,-85.082191,-122.62946,-84.915215,97.435631,-1.0493418,64.096306
154965000,-32.540234,48.505299,-0.27161354,-2.0262525,-79.155464,142.25079,-87.372719,-169.22086,-1.0493909,64.081184
154965937.5,-32.561707,48.739208,-0.26968965,-2.0285242,-79.022774,64.128952,-81.76033,-52.905289,-1.0487376,64.07589
154966875,-32.559566,48.547913,-0.27078184,-2.0230746,-83.071228,-90.967041,-78.530769,120.15195,-1.0497352,64.076797
154967812.5,-32.507626,48.496372,-0.2726827,-2.0335956,-85.109161,-63.526184,-74.777397,-130.84006,-1.0496519,64.070992
154968750,-32.538433,48.440811,-0.27201551,-2.0246551,-81.567184,10.836461,-73.313789,136.59152,-1.0502955,64.050819
154969687.5,-32.535591,48.513058,-0.27171707,-2.0275786,-80.330132,144.90018,-81.98632,-106.26054,-1.050577,64.051888
154970625,-32.564419,48.35318,-0.27167124,-2.0158687,-86.858421,-166.21912,-79.205086,-29.577391,-1.0507154,64.044373
154971562.5,-32.521973,48.862698,-0.27025905,-2.0416734,-83.751259,128.47546,-79.275482,80.632118,-1.0489712,64.043808
154972500,-32.528881,48.480011,-0.27210441,-2.0281115,-82.473358,173.02591,-78.341599,77.687546,-1.0502399,64.038895
154973437.5,-32.542049,48.609001,-0.27100036,-2.0290663,-82.64389,161.65141,-80.376938,-31.284538,-1.0495239,64.029427
154974375,-32.573368,48.634808,-0.26988727,-2.0225627,-87.599335,3.9283006,-80.759956,-168.2518,-1.0502685,64.017349
154975312.5,-32.555882,48.602325,-0.27060515,-2.0256288,-82.920319,-9.7517052,-81.936226,-107.38039,-1.0499244,64.015022
154976250,-32.547306,48.531551,-0.27125186,-2.0254226,-80.154266,15.3858,-75.879982,172.53586,-1.049787,64.009781
154977187.5,-32.552673,48.55534,-0.2709569,-2.0249126,-77.497612,-89.261505,-84.019264,-41.480305,-1.0501615,64.007004
154978125,-32.553936,48.585857,-0.27075404,-2.0255697,-82.177925,139.72903,-75.069687,162.55081,-1.0503352,64.006584
154979062.5,-32.517857,48.503208,-0.27232507,-2.0314152,-81.447937,-40.128162,-77.243401,88.715408,-1.0501199,63.980385
154980000,-32.544121,48.450172,-0.27178746,-2.0236225,-86.978073,23.816532,-80.399338,-109.99585,-1.0502074,63.994797
154980937.5,-32.539471,48.815331,-0.26997066,-2.0360918,-79.89917,10.388195,-83.666977,166.86404,-1.0494071,63.981491
154981875,-32.55748,48.457882,-0.27132872,-2.0207524,-82.966599,-129.48544,-86.713913,-109.64645,-1.050716,63.970188
154982812.5,-32.543076,48.589542,-0.27107278,-2.0282195,-79.842758,-2.0381622,-78.867393,-85.742416,-1.0501157,63.959183
154983750,-32.553082,48.613701,-0.27063128,-2.0266361,-85.536255,63.494568,-88.286606,-51.861664,-1.0507307,63.968227
154984687.5,-32.542374,48.776146,-0.2700915,-2.0341938,-92.831932,176.63777,-89.635109,-35.672947,-1.0505636,63.966137
154985625,-32.551556,48.542862,-0.27105862,-2.0247838,-89.865891,169.38551,-84.819656,78.45961,-1.0499427,63.954147
154986562.5,-32.533543,48.70649,-0.27074134,-2.0340955,-82.40036,-35.762943,-78.195282,-74.314583,-1.0489991,63.947491
154987500,-32.542519,48.49181,-0.2716144,-2.0252974,-80.359833,-49.45578,-103.44183,56.112282,-1.0511825,63.943794
154988437.5,-32.552193,48.61216,-0.27066728,-2.0267961,-80.896317,-49.720764,-78.48558,-36.30254,-1.0505326,63.950672
154989375,-32.564579,48.610886,-0.27028859,-2.0238671,-90.958778,87.989067,-81.92775,130.42651,-1.0501826,63.92646
154990312.5,-32.53495,48.523453,-0.27168137,-2.028054,-78.466965,91.746124,-87.493797,118.64013,-1.0506077,63.922184
154991250,-32.55719,48.498466,-0.27112064,-2.0220864,-79.42765,-63.511711,-84.163902,-135.85493,-1.0509162,63.910423
154992187.5,-32.541702,48.687637,-0.27058858,-2.0315976,-86.126999,-96.508194,-87.529419,121.30233,-1.0505973,63.918938
154993125,-32.524845,48.455425,-0.27236274,-2.0282838,-81.249146,-150.05141,-82.623245,37.780251,-1.0508748,63.899296
154994062.5,-32.539852,48.703346,-0.27056172,-2.0325196,-83.863365,78.649605,-82.786255,26.541899,-1.0510851,63.910934
154995000,-32.545925,48.703548,-0.27037159,-2.0311048,-80.549759,-166.37743,-79.877914,105.0425,-1.0493932,63.894554
154995937.5,-32.536854,48.634495,-0.27102536,-2.0310757,-85.34819,-38.655155,-78.807648,102.30367,-1.0499533,63.890621
154996875,-32.536747,48.579926,-0.27132192,-2.029398,-75.262688,-148.32115,-80.421692,-90.379471,-1.0500635,63.880676
154997812.5,-32.55584,48.665215,-0.27026913,-2.0275958,-85.284264,6.0341244,-80.924385,-168.77411,-1.0510062,63.871471
154998750,-32.540127,48.661743,-0.27077693,-2.0311599,-79.251785,-79.217987,-84.730774,-101.20561,-1.0509267,63.86483
154999687.5,-32.559536,48.545326,-0.27079666,-2.0230014,-86.118454,-23.500414,-97.89344,-71.875168,-1.0510662,63.862679
155000625,-32.534706,48.775768,-0.27033198,-2.0359793,-79.108437,179.6234,-83.464851,-159.21513,-1.050716,63.863583
155001562.5,-32.513126,48.712086,-0.27134794,-2.039058,-77.734276,-147.00699,-77.080223,-0.70725524,-1.0507197,63.852428
155002500,-32.524712,48.725403,-0.27091461,-2.0367541,-91.580238,-12.747367,-76.261826,-33.593636,-1.0511818,63.845066
